city_key,country,city,source_row_count,distinct_club_id_count,distinct_club_name_count,club_ids,club_names,leagues,stadiums,source_encoding_detected
qatar__doha__d0c76c19,Qatar,Doha,6,6,6,c_al_arabi_aed4b46c | c_al_duhail_917aca16 | c_al_gharafa_cf3f2df9 | c_al_sadd_a599a00e | c_al_sailiaya_6158b2fd | c_qatar_sc_fd8bd006,Al Duhail | Al Gharafa | Al Sadd SC | Al-Arabi SC (Qatar) | Al-Sailiya SC | Qatar SC,Qatar Stars League,Grand Hamad Stadium | Hamad bin Khalifa Stadium | Jassim Bin Hamad Stadium | Lekhwiya Sports Stadium | Suheim bin Hamad Stadium | Thani bin Jassim Stadium,utf-8-sig
qatar__madinat-ash-shamal__5988c9dd,Qatar,Madinat ash Shamal,1,1,1,c_al_shamal_91835f7b,Al-Shamal SC,Qatar Stars League 2,Al-Shamal SC Stadium,utf-8-sig
romania__bucharest__2749977c,Romania,Bucharest,1,1,1,c_fcsb_dbba85ac,FCSB,Liga I,Arena Națională,utf-8-sig
romania__cluj-napoca__28a0e88e,Romania,Cluj-Napoca,1,1,1,c_universitatea_cluj_3ac82d3c,Universitatea Cluj,Liga I,Cluj Arena,utf-8-sig
russia__kaspiysk__ab26c8e9,Russia,Kaspiysk,1,1,1,c_dynamo_makhachkala_9cc503d9,FC Dynamo Makhachkala,Russian Premier League,Anzhi Arena,utf-8-sig
russia__krasnodar__ceeb16d1,Russia,Krasnodar,1,1,1,c_krasnodar_e8c3f037,Krasnodar,Russian Premier League,Krasnodar Stadium,utf-8-sig
russia__moscow__d2e4137f,Russia,Moscow,3,3,3,c_dynamo_moscow_28a6f575 | c_lokomotiv_moscow_d1e0d051 | c_spartak_moscow_24492656,FC Dynamo Moscow | FC Lokomotiv Moscow | FC Spartak Moscow,Russian Premier League,Lukoil Arena | RZD Arena | VTB Arena,utf-8-sig
russia__nizhny-novgorod__69a014ea,Russia,Nizhny Novgorod,1,1,1,c_pari_nizhny_novgorod_1b7306d2,FC Pari Nizhny Novgorod,Russian First League,Nizhny Novgorod Stadium,utf-8-sig
russia__rostov-on-don__383f16e9,Russia,Rostov-on-Don,1,1,1,c_rostovv_302a24f4,FC Rostov,Russian Premier League,Rostov Arena,utf-8-sig
russia__saint-petersburg__b81cffa5,Russia,Saint Petersburg,1,1,1,c_zenit_st_petersburg_0976e8e0,Zenit St. Petersburg,Russian Premier League,Gazprom Arena,utf-8-sig
russia__samara__135c829f,Russia,Samara,1,1,1,c_akron_tolyatti_7891723e,Akron Tolyatti,Russian Premier League,Samara Arena,utf-8-sig
saudi-arabia__abha__4826cb91,Saudi Arabia,Abha,1,1,1,c_abha_a8d5b324,Abha Club,Saudi First Division League,Prince Sultan bin Abdulaziz Sports City Stadium,utf-8-sig
saudi-arabia__al-majma-ah__e112375f,Saudi Arabia,Al Majma'ah,1,1,1,c_al_fayha_22bab1f3,Al-Fayha Club,Saudi Pro League,Prince Salman Bin Abdulaziz Sport City Stadium,utf-8-sig
saudi-arabia__dammam__72268880,Saudi Arabia,Dammam,1,1,1,c_al_ettifaq_807c8264,Al-Ettifaq Club,Saudi Pro League,Al-Ettifaq Club Stadium,utf-8-sig
saudi-arabia__jeddah__ef192a1c,Saudi Arabia,Jeddah,2,2,2,c_al_ahli_c686fb82 | c_al_ittihad_715274c9,Al-Ahli Saudi FC | Al-Ittihad Club,Saudi Pro League,King Abdullah Sports City | King Abdullah Sports City Stadium,utf-8-sig
saudi-arabia__khobar__e4258904,Saudi Arabia,Khobar,1,1,1,c_al_qadsiah_2c418904,Al Qadsiah FC,Saudi Pro League,Prince Saud bin Jalawi Sports City Stadium,utf-8-sig
saudi-arabia__medina__27a4b246,Saudi Arabia,Medina,1,1,1,c_al_ula_28613b64,Al-Ula FC,Saudi First Division League,Prince Mohammed bin Abdul Aziz Stadium,utf-8-sig
saudi-arabia__riyadh__e7a5cde7,Saudi Arabia,Riyadh,4,4,4,c_al_hilal_67047244 | c_al_nassr_4ed92392 | c_al_riyadh_679deb94 | c_al_shabab_e27f5149,Al Hilal SFC | Al Shabab Club | Al-Nassr FC | Al-Riyadh SC,Saudi Pro League,Al-Shabab Club Stadium | King Saud University Stadium | Kingdom Arena | Prince Turki bin Abdul Aziz Stadium,utf-8-sig
saudi-arabia__tabuk__7d4051bd,Saudi Arabia,Tabuk,1,1,1,c_neom_dd0f566d,Neom FC,Saudi Pro League,King Khalid Sports City Stadium,utf-8-sig
saudi-arabia__unaizah__ca294e3d,Saudi Arabia,Unaizah,1,1,1,c_al_najma_9b74810f,Al-Najma SC (Saudi Arabia),Saudi First Division League,Al-Najma Club Stadium,utf-8-sig
scotland__edinburgh__3400bd0f,Scotland,Edinburgh,2,2,2,c_hearts_422d35b1 | c_hibernian_8382e8fd,Heart of Midlothian F.C. | Hibernian F.C.,Scottish Premiership,Easter Road | Tynecastle Park,utf-8-sig
scotland__glasgow__4d9f298b,Scotland,Glasgow,2,2,2,c_celtic_a2eaecf1 | c_rangers_8ee581e0,Celtic F.C. | Rangers F.C.,Scottish Premiership,Celtic Park | Ibrox Stadium,utf-8-sig
scotland__kilmarnock__05c428ca,Scotland,Kilmarnock,1,1,1,c_kilmarnock_77ff2e4c,Kilmarnock F.C.,Scottish Premiership,Rugby Park,utf-8-sig
scotland__motherwell__ed09d1bc,Scotland,Motherwell,1,1,1,c_motherwell_8b7b9d25,Motherwell F.C.,Scottish Premiership,Fir Park,utf-8-sig
serbia__belgrade__ccf797d8,Serbia,Belgrade,1,1,1,c_red_star_belgrade_ff44e45e,Red Star Belgrade,Serbian SuperLiga,Rajko Mitiƒá Stadium,utf-8-sig
slovakia__bratislava__6e851df8,Slovakia,Bratislava,1,1,1,c_slovan_bratislava_8e855156,ŠK Slovan Bratislava,Slovak First Football League,Tehelné pole,utf-8-sig
slovakia__presov__981a5ee2,Slovakia,Prešov,1,1,1,c_fc_tatran_presov_05bcf723,FC Tatran Prešov,Slovak First Football League,Futbal Tatran Arena,utf-8-sig
slovenia__maribor__0809fa4a,Slovenia,Maribor,1,1,1,c_nk_maribor_feb9d4ad,NK Maribor,Slovenian PrvaLiga,Ljudski vrt,utf-8-sig
south-africa__johannesburg__1828ef45,South Africa,Johannesburg,1,1,1,c_kaizer_chiefs_99debdde,Kaizer Chiefs F.C.,South African Premiership,FNB Stadium,utf-8-sig
south-africa__orlando__15241068,South Africa,Orlando,1,1,1,c_orlando_pirates_1c8e17d1,Orlando Pirates,South African Premier Division,Orlando Stadium,utf-8-sig
south-africa__polokwane__b8c91429,South Africa,Polokwane,1,1,1,c_polokwane_city_006c1372,Polokwane City,Premier Soccer League,Peter Mokaba Stadium,utf-8-sig
south-africa__pretoria__4f0a3cb5,South Africa,Pretoria,1,1,1,c_mamelodi_sundowns_5ad1de31,Mamelodi Sundowns,South African Premier Division,Loftus Versfeld Stadium,utf-8-sig
south-korea__daejeon__f43e0133,South Korea,Daejeon,1,1,1,c_daejeon_hana_0cece60d,Daejeon Hana,K League 1,Daejeon World Cup Stadium,utf-8-sig
south-korea__gangneung__25ff1be0,South Korea,Gangneung,1,1,1,c_gangwon_fc_a8495ff5,Gangwon FC,K League 1,Gangneung Stadium,utf-8-sig
south-korea__jeonju__81ac771a,South Korea,Jeonju,1,1,1,c_jeonbuk_hyundai_06657775,Jeonbuk Hyundai,K League 1,Jeonju World Cup Stadium,utf-8-sig
south-korea__seoul__7188f517,South Korea,Seoul,1,1,1,c_fc_seoul_8e133359,FC Seoul,K League 1,Seoul World Cup Stadium,utf-8-sig
south-korea__ulsan__55d99f37,South Korea,Ulsan,1,1,1,c_ulsan_hd_cd5a3dd8,Ulsan HD,K League 1,Ulsan Munsu Football Stadium,utf-8-sig
spain__barcelona__6f0e02e0,Spain,Barcelona,1,1,1,c_barcelona_cb30c55c,FC Barcelona,La Liga,Camp Nou,utf-8-sig
spain__bilbao__1f3dc556,Spain,Bilbao,1,1,1,c_athletic_club_24c5af40,Athletic Bilbao,La Liga,San Mamés Stadium,utf-8-sig
spain__castellon-de-la-plana__522e60ed,Spain,Castellón de la Plana,1,1,1,c_castellon_8eebb754,CD Castellón,Segunda División,Nou Estadi Castàlia,utf-8-sig
spain__cornella-de-llobregat__dc36b862,Spain,Cornellà de Llobregat,1,1,1,c_espanyol_b65db3d8,RCD Espanyol,La Liga,RCDE Stadium,utf-8-sig
spain__elche__a6d6c887,Spain,Elche,1,1,1,c_elche_e757517b,Elche,La Liga,Estadio Manuel Martínez Valero,utf-8-sig
spain__girona__99fcaed7,Spain,Girona,1,1,1,c_girona_2b73c591,Girona,La Liga,Montilivi Stadium,utf-8-sig
spain__granada__a2fd077f,Spain,Granada,1,1,1,c_granada_4af55cd4,Granada CF,Segunda División,Nuevo Estadio de Los Cármenes,utf-8-sig
spain__leon__acdef6d5,Spain,León,1,1,1,c_cultural_leonesa_4479aa29,Cultural y Deportiva Leonesa,Primera Federación,Estadio Reino de León,utf-8-sig
spain__madrid__5681c685,Spain,Madrid,3,3,3,c_atletico_madrid_9b17a9e6 | c_rayo_vallecano_bb03fdc6 | c_real_madrid_abbd0333,Atlético Madrid | Rayo Vallecano | Real Madrid,La Liga,Bernabéu | Metropolitano Stadium | Vallecas Stadium,utf-8-sig
spain__oviedo__8ce4e6b2,Spain,Oviedo,1,1,1,c_real_oviedo_11854497,Real Oviedo,LaLiga 2,Carlos Tartiere Stadium,utf-8-sig
spain__palma__92a09a72,Spain,Palma,1,1,1,c_mallorca_283c2cf0,Mallorca,LaLiga 2,Estadi Mallorca Son Moix,utf-8-sig
spain__pamplona__7a9d21fb,Spain,Pamplona,1,1,1,c_osasuna_f20766a6,CA Osasuna,La Liga,El Sadar Stadium,utf-8-sig
spain__san-sebastian__fcd690c8,Spain,San Sebastián,1,1,1,c_real_sociedad_495967fa,Real Sociedad,La Liga,Anoeta Stadium,utf-8-sig
spain__sant-joan-despi__a252ff7c,Spain,Sant Joan Despí,1,1,1,c_barcelona_b_ef28ece1,FC Barcelona Atlètic,Primera Federación,Johan Cruijff Stadium,utf-8-sig
spain__santander__2675ae27,Spain,Santander,1,1,1,c_racing_santander_99beb36e,Racing Santander,La Liga,Campos de Sport de El Sardinero,utf-8-sig
spain__seville__c64708a7,Spain,Seville,2,2,2,c_real_betis_c81a1b80 | c_sevilla_199198e5,Real Betis | Sevilla FC,La Liga,Estadio de La Cartuja | Ramón Sánchez-Pizjuán Stadium,utf-8-sig
spain__valencia__f4b67044,Spain,Valencia,2,2,2,c_levante_1173db37 | c_valencia_b00a061d,Levante UD | Valencia CF,La Liga,Estadi Ciutat de València | Mestalla Stadium,utf-8-sig
spain__vigo__c9d7b306,Spain,Vigo,1,1,1,c_celta_vigo_d1c2cf8a,RC Celta de Vigo,La Liga,Balaídos Stadium,utf-8-sig
spain__villarreal__b524e9b8,Spain,Villarreal,1,1,1,c_villarreal_edfbe376,Villarreal CF,La Liga,Estadio de la Cerámica,utf-8-sig
sweden__boras__7ef6cb59,Sweden,Borås,1,1,1,c_elfsborg_d22fb04b,IF Elfsborg,Allsvenskan,Borås Arena,utf-8-sig
sweden__hallevik__50a40bae,Sweden,Hällevik,1,1,1,c_mjallby_ba532087,Mjällby AIF,Allsvenskan,Strandvallen,utf-8-sig
sweden__malmo__053b2c1a,Sweden,Malmö,1,1,1,c_malmo_81e0c3a3,Malmö FF,Allsvenskan,Eleda Stadion,utf-8-sig
sweden__norrkoping__c2b01aa9,Sweden,Norrköping,1,1,1,c_ifk_norrkoping_3af5a7be,IFK Norrköping,Superettan,Idrottsparken (Norrköping),utf-8-sig
sweden__stockholm__40fa3e82,Sweden,Stockholm,1,1,1,c_aik_9fa4ead4,AIK Fotboll,Allsvenskan,Nationalarenan,utf-8-sig
switzerland__bern__fbdf1f91,Switzerland,Bern,1,1,1,c_young_boys_d33c77d6,BSC Young Boys,Swiss Super League,Stadion Wankdorf,utf-8-sig
switzerland__lancy__3508fbe5,Switzerland,Lancy,1,1,1,c_servette_d3e58f94,Servette FC,Swiss Super League,Stade de Genève,utf-8-sig
switzerland__lugano__232d3f73,Switzerland,Lugano,1,1,1,c_lugano_b8a83086,FC Lugano,Swiss Super League,AIL Arena,utf-8-sig
switzerland__nyon__6ec81376,Switzerland,Nyon,1,1,1,c_stade_nyonnaise_d6f19ad2,FC Stade Nyonnais,Swiss Challenge League,Colovray Sports Centre,utf-8-sig
switzerland__st-gallen__6057813f,Switzerland,St. Gallen,1,1,1,c_st_gallen_c9354c56,FC St. Gallen,Swiss Super League,Kybunpark,utf-8-sig
switzerland__zurich__05f9ec72,Switzerland,Zurich,1,1,1,c_zurich_d276e926,FC Zürich,Swiss Super League,Letzigrund,utf-8-sig
syria__damascus__24aa259a,Syria,Damascus,1,1,1,c_al_shorta_03f6bef7,Al-Shorta SC,Syrian Premier League,Abbasiyyin Stadium,utf-8-sig
thailand__bangkok__d1966bef,Thailand,Bangkok,1,1,1,c_port_fc_fe67c888,Port FC,Thai League 2,PAT Stadium,utf-8-sig
tunisia__monastir__35a10e40,Tunisia,Monastir,1,1,1,c_us_monastir_e0705e0c,US Monastir,Tunisian Ligue Professionnelle 1,Mustapha Ben Jannet Stadium,utf-8-sig
tunisia__rades__3c5626c2,Tunisia,Radès,2,2,2,c_club_africain_64656e78 | c_esperance_de_tunis_bd3a1ae1,Club Africain | Espérance de Tunis,Tunisian Ligue Professionnelle 1,Hammadi Agrebi Stadium,utf-8-sig
tunisia__sfax__31b39e38,Tunisia,Sfax,1,1,1,c_cs_sfaxien_1128368b,CS Sfaxien,Tunisian Ligue Professionnelle 1,Taieb Mhiri Stadium,utf-8-sig
tunisia__sousse__9de4ccc9,Tunisia,Sousse,1,1,1,c_etoile_du_sahel_57c67bcf,Étoile Sportive du Sahel,Tunisian Ligue Professionnelle 1,Stade Olympique de Sousse,utf-8-sig
turkey__alanya__5c9fff14,Turkey,Alanya,1,1,1,c_alanyaspor_661d3784,Alanyaspor,Süper Lig,Alanya Oba Stadium,utf-8-sig
turkey__basaksehir__9e1040f1,Turkey,Başakşehir,1,1,1,c_istanbul_basaksehir_eda9bc84,İstanbul Başakşehir F.K.,Süper Lig,Başakşehir Fatih Terim Stadium,utf-8-sig
turkey__besiktas__a1e503b2,Turkey,Beşiktaş,1,1,1,c_besiktas_daeca9ad,Beşiktaş J.K.,Süper Lig,Beşiktaş Stadium,utf-8-sig
turkey__etimesgut__5c072100,Turkey,Etimesgut,1,1,1,c_genclerbirligi_22e3fae3,Gençlerbirliği S.K.,Süper Lig,Eryaman Stadium,utf-8-sig
turkey__gaziantep__147a5f50,Turkey,Gaziantep,1,1,1,c_gaziantep_36de22a4,Gaziantep F.K.,dissolution,Gaziantep Stadium,utf-8-sig
turkey__istanbul__a8024850,Turkey,Istanbul,1,1,1,c_kasmpasa_61344b51,Kasımpaşa S.K.,Süper Lig,Recep Tayyip Erdoğan Stadium,utf-8-sig
turkey__igdr__12d0f222,Turkey,Iğdır,1,1,1,c_igdir_afc03fda,Iğdır F.K.,TFF 1. Lig,Iğdır City Stadium,utf-8-sig
turkey__kadkoy__1aadf114,Turkey,Kadıköy,1,1,1,c_fenerbahce_58b3ec74,Fenerbahçe S.K.,Süper Lig,Şükrü Saracoğlu Stadium,utf-8-sig
turkey__kayseri__749a2923,Turkey,Kayseri,1,1,1,c_kayserispor_6364c552,Kayserispor,Süper Lig,Kadir Has Stadium,utf-8-sig
turkey__konya__e3734ce4,Turkey,Konya,1,1,1,c_konyaspor_93c0af9a,Konyaspor,Süper Lig,Konya Metropolitan Municipality Stadium,utf-8-sig
turkey__rize__992675d8,Turkey,Rize,1,1,1,c_caykur_rizespor_5d094b3b,Çaykur Rizespor,Süper Lig,Rize City Stadium,utf-8-sig
turkey__saryer__02dee218,Turkey,Sarıyer,1,1,1,c_galatasaray_8f5e15dc,Galatasaray S.K.,Süper Lig,Rams Park,utf-8-sig
turkey__tekkekoy__2abd0390,Turkey,Tekkeköy,1,1,1,c_samsunspor_f4b482dc,Samsunspor,Süper Lig,Samsun 19 Mayıs Stadium,utf-8-sig
turkey__trabzon__b91bb0c2,Turkey,Trabzon,1,1,1,c_trabzonspor_15246eeb,Trabzonspor,Süper Lig,Papara Park,utf-8-sig
united-arab-emirates__abu-dhabi__2f0f3c6b,United Arab Emirates,Abu Dhabi,3,3,3,c_al_jazira_3cf19a97 | c_al_wahda_7ae987ab | c_baniyas_89e1539a,Al Jazira | Al Wahda FC | Baniyas,UAE Pro League,Al Nahyan Stadium | Baniyas Stadium | Mohammed Bin Zayed Stadium,utf-8-sig
united-arab-emirates__al-ain__e6f0be89,United Arab Emirates,Al Ain,1,1,1,c_al_ain_c5137584,Al Ain FC,UAE Pro League,Hazza bin Zayed Stadium,utf-8-sig
united-arab-emirates__al-bataeh__c806c9a3,United Arab Emirates,Al Bataeh,1,1,1,c_al_bataeh_bbe9608c,Al Bataeh Club,UAE Pro League,Al Bataeh Stadium,utf-8-sig
united-arab-emirates__dubai__454503b5,United Arab Emirates,Dubai,2,2,2,c_al_nasr_0bf2f525 | c_shabab_al_ahli_7bfa5689,Al-Nasr SC (Dubai) | Shabab Al Ahli Club,UAE Pro League,Al-Maktoum Stadium | Rashid Stadium,utf-8-sig
united-arab-emirates__fujairah__3749f5e4,United Arab Emirates,Fujairah,1,1,1,c_dibba_al_fujairah_06c16d12,Dibba FC,UAE Pro League,Fujairah Club Stadium,utf-8-sig
united-arab-emirates__kalba__e36f51e3,United Arab Emirates,Kalba,1,1,1,c_kalba_cd0a6e06,Kalba FC,UAE Pro League,Ittihad Kalba Stadium,utf-8-sig
united-arab-emirates__sharjah__1b0dbced,United Arab Emirates,Sharjah,1,1,1,c_sharjah_dab7481c,Sharjah FC,UAE Pro League,Sharjah Stadium (football),utf-8-sig
united-states__atlanta__01e9ae3c,United States,Atlanta,1,1,1,c_atlanta_united_43563fa4,Atlanta United,Major League Soccer,Mercedes-Benz Stadium,utf-8-sig
united-states__carson__785d5169,United States,Carson,1,1,1,c_chivas_d38ae426,Chivas,Major League Soccer,Dignity Health Sports Park,utf-8-sig
united-states__charlotte__ab07b447,United States,Charlotte,1,1,1,c_charlotte_fc_f185ca79,Charlotte FC,Major League Soccer,Bank of America Stadium,utf-8-sig
united-states__chester__0e53c983,United States,Chester,1,1,1,c_philadelphia_union_e87259be,Philadelphia Union,Major League Soccer,Subaru Park,utf-8-sig
united-states__chicago__83183e91,United States,Chicago,1,1,1,c_chicago_fire_65c1a76f,Chicago Fire,Major League Soccer,Soldier Field,utf-8-sig
united-states__cincinnati__146369ca,United States,Cincinnati,1,1,1,c_fc_cincinnati_d3ccf1dd,FC Cincinnati,Major League Soccer,TQL Stadium,utf-8-sig
united-states__colorado-springs__dc334e47,United States,Colorado Springs,1,1,1,c_colorado_springs_switchbacks_a19366a9,Colorado Springs Switchbacks,USL Championship,Switchbacks Training Stadium,utf-8-sig
united-states__columbus__6f4d0b13,United States,Columbus,1,1,1,c_columbus_crew_7b68355a,Columbus Crew,Major League Soccer,ScottsMiracle-Gro Field,utf-8-sig
united-states__commerce-city__9f54411c,United States,Commerce City,1,1,1,c_colorado_rapids_da865f5e,Colorado Rapids,Major League Soccer,Dick's Sporting Goods Park,utf-8-sig
united-states__el-paso__c6171260,United States,El Paso,1,1,1,c_el_paso_locomotive_18790af8,El Paso Locomotive,USL Championship,New El Paso Ballpark,utf-8-sig
united-states__foxborough__ed373dee,United States,Foxborough,1,1,1,c_new_england_revolution_d4ef9fc5,New England Revolution,Major League Soccer,Gillette Stadium,utf-8-sig
united-states__frisco__4bfbb68c,United States,Frisco,1,1,1,c_fc_dallas_00dc1812,FC Dallas,Major League Soccer,Toyota Stadium,utf-8-sig
united-states__los-angeles__f23208e7,United States,Los Angeles,1,1,1,c_lafc_42b75eaf,LAFC,Major League Soccer,BMO Stadium,utf-8-sig
united-states__miami__a0eca83d,United States,Miami,2,2,2,c_inter_miami_12316fb2 | c_miami_fc_86451741,Inter Miami | Miami FC,Major League Soccer | USL Championship,Nu Stadium | Pitbull Stadium,utf-8-sig
united-states__new-york__aed2caf4,United States,New York,1,1,1,c_new_york_city_fc_d53241ec,New York City FC,Major League Soccer,Yankee Stadium,utf-8-sig
united-states__orlando__e5622f3d,United States,Orlando,1,1,1,c_orlando_city_33cea553,Orlando City SC,Major League Soccer,Inter&Co Stadium,utf-8-sig
united-states__portland__1456a6d9,United States,Portland,1,1,1,c_portland_timbers_8e92581e,Portland Timbers,Major League Soccer,Providence Park,utf-8-sig
united-states__saint-paul__affdc13e,United States,Saint Paul,1,1,1,c_minnesota_united_ec79d898,Minnesota United FC,Major League Soccer,Allianz Field,utf-8-sig
united-states__san-diego__adb1abea,United States,San Diego,1,1,1,c_san_diego_fc_ee29e222,San Diego FC,Major League Soccer,Snapdragon Stadium,utf-8-sig
united-states__sandy__8d31f3cf,United States,Sandy,1,1,1,c_real_salt_lake_59b0db81,Real Salt Lake,Major League Soccer,America First Field,utf-8-sig
united-states__seattle__45fb8f6f,United States,Seattle,1,1,1,c_seattle_sounders_0333969a,Seattle Sounders FC,Major League Soccer,Lumen Field,utf-8-sig
uruguay__montevideo__f87883ab,Uruguay,Montevideo,1,1,1,c_nacional_2b4d3a11,Club Nacional de Football,Liga AUF Uruguaya,Estadio Gran Parque Central,utf-8-sig
uzbekistan__bukhara__95b8bd46,Uzbekistan,Bukhara,1,1,1,c_buxoro_ba979d39,Buxoro,Uzbekistan Super League,Buxoro Arena,utf-8-sig
uzbekistan__fergana__0a8092a9,Uzbekistan,Fergana,1,1,1,c_neftchi_0cda2dd5,FC Neftchi Fergana,Uzbekistan Super League,Istiqlol Stadium,utf-8-sig
uzbekistan__namangan__99143215,Uzbekistan,Namangan,1,1,1,c_navbahor_c6d5cb2a,PFC Navbahor Namangan,Uzbekistan Super League,Markaziy Stadium (Namangan),utf-8-sig
uzbekistan__olmaliq__0a56ab9d,Uzbekistan,Olmaliq,1,1,1,c_agmk_a616cb6f,AGMK,Uzbekistan Super League,AGMK Stadium,utf-8-sig
uzbekistan__qarshi__099833cd,Uzbekistan,Qarshi,1,1,1,c_nasaf_92f9d239,FC Nasaf,Uzbekistan Super League,Markaziy Stadium (Qarshi),utf-8-sig
uzbekistan__samarkand__018a3c3d,Uzbekistan,Samarkand,1,1,1,c_dinamo_samarqand_94368156,Dinamo Samarqand,Uzbekistan Super League,Dynamo Samarkand Stadium,utf-8-sig
uzbekistan__tashkent__0b15ae98,Uzbekistan,Tashkent,1,1,1,c_pakhtakor_52dbbda0,Pakhtakor,Uzbekistan Super League,Pakhtakor Markaziy Stadium,utf-8-sig
uzbekistan__termez__395fa1c9,Uzbekistan,Termez,1,1,1,c_surkhon_b0fc6235,FC Surkhon,Uzbekistan Super League,Surkhon arena,utf-8-sig
venezuela__caracas__7dc4cafb,Venezuela,Caracas,1,1,1,c_deportivo_la_guaira_c9679b6f,Deportivo La Guaira,Venezuelan Primera División,Estadio Olímpico,utf-8-sig
venezuela__puerto-cabello__4fadd29e,Venezuela,Puerto Cabello,1,1,1,c_puerto_cabello_c8843033,Academia Puerto Cabello,Liga FUTVE,Complejo Deportivo Socialista,utf-8-sig
wales__swansea__a7f3d001,Wales,Swansea,1,1,1,c_swansea_city_40d4171f,Swansea City,EFL Championship,Swansea.com Stadium,utf-8-sig
wales__wrexham__dbdec441,Wales,Wrexham,1,1,1,c_wrexham_5a7883b4,Wrexham A.F.C.,EFL Championship,Racecourse Ground,utf-8-sig
