club_id,wikidata_id,club_name,club_name_ascii,country,league,city,stadium,club_lat,club_lon,club_source_url,geo_source,manual_review_flag,notes,Unnamed: 14,Unnamed: 15,Unnamed: 16,player_count
c_paok_d88141c2,,PAOK,PAOK,,,,,,,,,False,Merged aliases/source variants: PAOK; PAOK Salonika. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_pari_nizhny_novgorod_1b7306d2,,Pari Nizhny Novgorod,Pari Nizhny Novgorod,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_paris_fc_4acde809,,Paris FC,Paris FC,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_paris_saint_germain_e38062ac,,Paris Saint-Germain,Paris Saint-Germain,,,,,,,,,False,Merged aliases/source variants: Paris Saint-Germain; Paris Saint-Germian. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,12
c_parma_9553b2a1,,Parma,Parma,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_pec_zwolle_79d3df3c,,PEC Zwolle,PEC Zwolle,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_persepolis_5a29c9d4,,Persepolis,Persepolis,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,7
c_peterborough_united_fc1a3742,,Peterborough United,Peterborough United,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_philadelphia_union_e87259be,,Philadelphia Union,Philadelphia Union,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_pisa_758b9ea7,,Pisa,Pisa,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_plaza_amador_6faeaf34,,Plaza Amador,Plaza Amador,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_pogon_szczecin_1d372b0b,,Pogoń Szczecin,Pogon Szczecin,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_polokwane_city_006c1372,,Polokwane City,Polokwane City,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_port_fc_fe67c888,,Port FC,Port FC,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_port_vale_8b7668ca,,Port Vale,Port Vale,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_portland_timbers_8e92581e,,Portland Timbers,Portland Timbers,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_porto_09de765a,,Porto,Porto,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_portsmouth_0f979b99,,Portsmouth,Portsmouth,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_psg_7fc479b7,,PSG,PSG,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,4
c_psv_eindhoven_143e5a85,,PSV Eindhoven,PSV Eindhoven,,,,,,,,,False,Merged aliases/source variants: PSV Eindhoven; PSV. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,9
c_puerto_cabello_c8843033,,Puerto Cabello,Puerto Cabello,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_pumas_unam_e7fbb47a,,Pumas UNAM,Pumas UNAM,,,,,,,,,False,Merged aliases/source variants: Pumas UNAM; Pumas. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_puskas_akademia_2653805d,,Puskas Akademia,Puskas Akademia,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_pyramids_fc_7ade8ddc,,Pyramids FC,Pyramids FC,,,,,,,,,False,Merged aliases/source variants: Pyramids FC; Pyramids. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,5
c_qatar_sc_fd8bd006,,Qatar SC,Qatar SC,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_racing_genk_584dd89f,,Racing Genk,Racing Genk,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_racing_santander_99beb36e,,Racing Santander,Racing Santander,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_raja_casablanca_f3222cae,,Raja Casablanca,Raja Casablanca,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_randers_fc_3128e118,,Randers FC,Randers FC,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_rangers_8ee581e0,,Rangers F.C.,Rangers F.C.,,,,,,,,,False,Step 5 manual correction: Lawrence Shankland reassigned from source-listed Hearts to Rangers F.C. Step 5 manual review canonical rename from 'Rangers' to 'Rangers F.C.'. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,6
c_rayo_vallecano_bb03fdc6,,Rayo Vallecano,Rayo Vallecano,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_rb_leipzig_e10cc5a3,,RB Leipzig,RB Leipzig,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,6
c_rb_salzburg_64bce3ab,,RB Salzburg,RB Salzburg,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_real_betis_c81a1b80,,Real Betis,Real Betis,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,7
c_real_madrid_abbd0333,,Real Madrid,Real Madrid,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,10
c_real_oviedo_11854497,,Real Oviedo,Real Oviedo,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_real_salt_lake_59b0db81,,Real Salt Lake,Real Salt Lake,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_real_sociedad_495967fa,,Real Sociedad,Real Sociedad,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,5
c_red_bull_bragantino_35c794b1,,Red Bull Bragantino,Red Bull Bragantino,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_red_star_belgrade_ff44e45e,,Red Star Belgrade,Red Star Belgrade,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_reims_580a1e88,,Stade de Reims,Stade de Reims,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_rennes_2c434c1a,,Rennes,Rennes,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_rijeka_f02178d7,,Rijeka,Rijeka,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_river_plate_6e5bb3c0,,River Plate,River Plate,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,5
c_rkc_waalwijk_6a7da517,,RKC Waalwijk,RKC Waalwijk,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_rosario_central_d0d1a866,,Rosario Central,Rosario Central,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_rostovv_302a24f4,,Rostovv,Rostovv,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_rotherham_united_58431265,,Rotherham United,Rotherham United,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_rs_berkane_416671b0,,RS Berkane,RS Berkane,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_sabah_53be0096,,Sabah,Sabah,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_saint_etienne_d88dbceb,,Saint-Étienne,Saint-Etienne,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_sampdoria_044fe5ce,,Sampdoria,Sampdoria,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_samsunspor_f4b482dc,,Samsunspor,Samsunspor,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_san_diego_fc_ee29e222,,San Diego FC,San Diego FC,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_san_lorenzo_e834d80a,,San Lorenzo,San Lorenzo,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_sanfrecce_hiroshima_aa29b48c,,Sanfrecce Hiroshima,Sanfrecce Hiroshima,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_santos_6c3780f0,,Santos FC,Santos FC,,,,,,,,,False,Step 5 manual review canonical rename from 'Santos' to 'Santos FC'. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_santos_laguna_ed9ddc90,,Santos Laguna,Santos Laguna,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_sao_paulo_512a018c,,São Paulo,Sao Paulo,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_saprissa_cd3d610c,,Saprissa,Saprissa,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_sarpsborg_08_6a2fb396,,Sarpsborg 08,Sarpsborg 08,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_sassuolo_3722fef4,,Sassuolo,Sassuolo,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,4
c_sc_freiburg_9f1ecdb8,,SC Freiburg,SC Freiburg,,,,,,,,,False,Merged aliases/source variants: SC Freiburg; Freiburg. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,4
c_schalke_04_aa80f339,,Schalke 04,Schalke 04,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_seattle_sounders_0333969a,,Seattle Sounders,Seattle Sounders,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_selangor_87052893,,Selangor,Selangor,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_sepahan_23598738,,Sepahan,Sepahan,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_servette_d3e58f94,,Servette,Servette,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_sevilla_199198e5,,Sevilla,Sevilla,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_shabab_al_ahli_7bfa5689,,Shabab Al Ahli Club,Shabab Al Ahli Club,,,,,,,,,False,Step 5 manual review canonical rename from 'Shabab Al-Ahli' to 'Shabab Al Ahli Club'. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_shamrock_rovers_2cdea59c,,Shamrock Rovers,Shamrock Rovers,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_sharjah_dab7481c,,Sharjah,Sharjah,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_sheffield_united_03747276,,Sheffield United,Sheffield United,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_sigma_olomouc_9866567d,,Sigma Olomouc,Sigma Olomouc,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_silkeborg_if_f15d8622,,Silkeborg IF,Silkeborg IF,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_sint_truiden_eb30716d,,Sint-Truiden,Sint-Truiden,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_sjk_4111de11,,SJK,SJK,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_slaven_belupo_a67f2dfc,,Slaven Belupo,Slaven Belupo,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_slavia_prague_6def6306,,Slavia Prague,Slavia Prague,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,10
c_slovan_bratislava_8e855156,,Slovan Bratislava,Slovan Bratislava,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_slovan_liberec_d17c3872,,Slovan Liberec,Slovan Liberec,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_sochaux_ac407c94,,Sochaux,Sochaux,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_southampton_1d40f1fa,,Southampton,Southampton,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_sparta_prague_8236520c,,Sparta Prague,Sparta Prague,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_sparta_rotterdam_15c16fb0,,Sparta Rotterdam,Sparta Rotterdam,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_spartak_moscow_24492656,,Spartak Moscow,Spartak Moscow,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_sporting_cp_68d8c4d1,,Sporting CP,Sporting CP,,,,,,,,,False,Merged aliases/source variants: Sporting CP; Sporting Lisbon. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,8
c_st_gallen_c9354c56,,St Gallen,St Gallen,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_st_patrick_s_athletic_b41b37bf,,St Patrick's Athletic,St Patrick's Athletic,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_st_pauli_b81e5622,,St. Pauli,St. Pauli,,,,,,,,,False,Merged aliases/source variants: St. Pauli; St Pauli. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,4
c_stade_nyonnaise_d6f19ad2,,Stade Nyonnaise,Stade Nyonnaise,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_stade_rennais_c98241a9,,Stade Rennais,Stade Rennais,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_standard_liege_3e26b5d7,,Standard Liege,Standard Liege,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_stoke_city_320b8e5a,,Stoke City,Stoke City,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_strasbourg_ec14fe17,,Strasbourg,Strasbourg,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,6
c_strmsgodset_8b9d1286,,Strømsgodset,Stromsgodset,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_sunderland_4aa579a0,,Sunderland,Sunderland,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,9
c_surkhon_b0fc6235,,Surkhon,Surkhon,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_swansea_city_40d4171f,,Swansea City,Swansea City,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_sydney_fc_46493459,,Sydney FC,Sydney FC,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_talleres_44a8f91d,,Talleres,Talleres,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_telstar_e85327be,,Telstar,Telstar,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_terengganu_3785b314,,Terengganu,Terengganu,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_tigres_uanl_6d3f0914,,Tigres UANL,Tigres UANL,,,,,,,,,False,Merged aliases/source variants: Tigres UANL; Tigres. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_toluca_a5d0edbb,,Toluca,Toluca,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_tondela_897c0be8,,Tondela,Tondela,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_torino_3891b778,,Torino,Torino,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_toronto_fc_801d96b3,,Toronto FC,Toronto FC,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_torreense_d5f6f333,,Torreense,Torreense,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_tottenham_hotspur_ef01ee61,,Tottenham Hotspur,Tottenham Hotspur,,,,,,,,,False,Merged aliases/source variants: Tottenham Hotspur; Tottenham. Wikidata/league/city/stadium pending Step 5b/Step 6. Merged Tottehham + Tottenham Hotspur,,,,8
c_toulouse_68472eee,,Toulouse,Toulouse,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_trabzonspor_15246eeb,,Trabzonspor,Trabzonspor,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_tractor_b739a166,,Tractor,Tractor,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,4
c_tsg_hoffenheim_7dd7fd83,,TSG Hoffenheim,TSG Hoffenheim,,,,,,,,,False,Merged aliases/source variants: TSG Hoffenheim; Hoffenheim. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,8
c_turan_tovuz_b1656aa6,,Turan Tovuz,Turan Tovuz,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_udinese_e4d6ce7e,,Udinese,Udinese,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_ulsan_hd_cd5a3dd8,,Ulsan HD,Ulsan HD,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_union_berlin_3b0a5205,,Union Berlin,Union Berlin,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_union_st_gilloise_b8dea71a,,Union St.-Gilloise,Union St.-Gilloise,,,,,,,,,False,Merged aliases/source variants: Union St.-Gilloise; Royale-Union Saint Gilloise; Union St-Gilloise. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_universidad_catolica_f9dd891a,,Universidad Católica,Universidad Catolica,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_universidad_de_concepcion_56e01dcd,,Universidad de Concepción,Universidad de Concepcion,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_universitatea_cluj_3ac82d3c,,Universitatea Cluj,Universitatea Cluj,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_us_monastir_e0705e0c,,US Monastir,US Monastir,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_usm_alger_1a6b6d83,,USM Alger,USM Alger,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_valencia_b00a061d,,Valencia,Valencia,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_vancouver_whitecaps_584ec8d5,,Vancouver Whitecaps,Vancouver Whitecaps,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_vasco_da_gama_ebb987d1,,Vasco da Gama,Vasco da Gama,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_velez_sarsfield_1118a976,,Vélez Sarsfield,Velez Sarsfield,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_venezia_e31ee20d,,Venezia,Venezia,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_verona_28485fcd,,Verona,Verona,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_vfb_stuttgart_79e41bee,,VfB Stuttgart,VfB Stuttgart,,,,,,,,,False,Merged aliases/source variants: VfB Stuttgart; Stuttgart. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,8
c_vfl_wolfsburg_6bff9162,,VfL Wolfsburg,VfL Wolfsburg,,,,,,,,,False,Merged aliases/source variants: VfL Wolfsburg; Wolfsburg. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,5
c_viking_fk_ff9c46f0,,Viking FK,Viking FK,,,,,,,,,False,Merged aliases/source variants: Viking FK; Viking. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_viktoria_plzen_c3cb1557,,Viktoria Plzen,Viktoria Plzen,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,8
c_villarreal_edfbe376,,Villarreal,Villarreal,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,8
c_violette_080fcd22,,Violette,Violette,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_vitoria_guimaraes_bdab72bf,,Vitoria Guimaraes,Vitoria Guimaraes,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_vizela_63e8bfe2,,Vizela,Vizela,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_volendam_44039ff3,,Volendam,Volendam,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_vvv_venlo_83a25ec0,,VVV Venlo,VVV Venlo,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_watford_149fe9eb,,Watford,Watford,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_wellington_phoenix_dcacb02d,,Wellington Phoenix,Wellington Phoenix,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_werder_bremen_a11ab9ed,,Werder Bremen,Werder Bremen,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,3
c_west_ham_united_0b178664,,West Ham United,West Ham United,,,,,,,,,False,Merged aliases/source variants: West Ham United; West Ham. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,4
c_western_sydney_wanderers_ad68f75f,,Western Sydney Wanderers,Western Sydney Wanderers,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_widzew_odz_934a5145,,Widzew Łódź,Widzew Lodz,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_wolfsberger_ac_ca70d247,,Wolfsberger AC,Wolfsberger AC,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_wolverhampton_wanderers_1e3d8f9f,,Wolverhampton Wanderers,Wolverhampton Wanderers,,,,,,,,,False,Merged aliases/source variants: Wolverhampton Wanderers; Wolverhampton. Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,6
c_wrexham_5a7883b4,,Wrexham A.F.C.,Wrexham A.F.C.,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_young_boys_d33c77d6,,Young Boys,Young Boys,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,6
c_zamalek_b40573d7,,Zamalek,Zamalek,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,4
c_zed_2700337e,,ZED FC,ZED FC,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_zenit_st_petersburg_0976e8e0,,Zenit St. Petersburg,Zenit St. Petersburg,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,2
c_zhejiang_fc_d944dab0,,Zhejiang FC,Zhejiang FC,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_zulte_waregem_051e6315,,Zulte Waregem,Zulte Waregem,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
c_zurich_d276e926,,Zurich,Zurich,,,,,,,,,False,Wikidata/league/city/stadium pending Step 5b/Step 6.,,,,1
